Moisture (%),Temperature,Air Humidity,Pump Data
53.08477258644536,29.18490786,71.78969946,0
15.016814260027662,33.70720471,77.97739053,1
49.66695358229599,24.76031105,60.77628206,1
75.09401991701245,32.73851507,59.32354345,0
15.795203360995853,25.69274449,66.62491413,1
25.93654580912863,33.80680929,47.77469251,1
72.04104189488243,32.65949511,40.31759197,0
58.99098301521438,38.08393948,50.91595054,0
88.50843408022129,35.43074707,60.82272131,0
45.421537759336104,34.23292319,42.99440241,1
66.44392082987552,32.45140078,72.28222536,0
64.82725847856155,22.61185697,62.21459137,0
23.30757939142462,27.01024863,61.77921565,1
69.38417380359613,24.74705146,64.86232578,0
48.67848878284924,24.01856157,56.57166562,1
53.36428105117565,32.96375881,64.836761,0
34.923720636237896,27.99827866,62.05800089,1
31.478291881051167,27.89698264,49.92390283,1
63.98008757952973,34.83673164,45.72879474,0
19.45095374827109,22.46622021,40.23528975,1
62.04627181189488,32.37186722,50.51121641,0
33.39730257261411,23.01426608,67.31921149,1
23.03206738589212,23.28497444,71.65649789,1
83.4394774273859,25.51245583,74.57481526,0
51.679277302904566,31.48275853,41.97814358,1
13.938386403872755,37.03853837,58.10408442,1
66.91144958506224,36.83077335,81.20181201,0
17.26721813278008,38.64757166,71.10451413,1
62.814376210235125,22.2119609,54.84962341,0
69.9805619087137,29.33212651,72.40464911,0
13.204078077455048,31.99541439,77.41809636,0
51.69952251728907,19.02299534,78.80498538,1
59.71663503457815,26.22425309,76.7051323,0
22.429086943291836,34.90846594,44.35794312,0
86.83374326417704,35.28726983,39.99390152,0
82.83439463347165,23.86116554,61.51615757,0
84.80127496542184,32.82766255,74.60337098,0
7.10316723374827,22.38197726,56.59230979,1
64.48289073305672,19.62990205,46.27759015,0
81.79899179806361,18.44366419,58.18156467,0
82.35767849239282,32.51240158,53.58096683,0
31.534478423236518,29.05412642,59.45842859,1
30.2092809681881,26.74577988,75.11348102,1
85.46625921161825,20.66510899,46.77438853,0
17.405113347164594,38.80450797,68.49685483,1
27.283833623789768,32.10361139,75.83862846,1
45.04552260027662,36.16177182,55.75736243,1
55.84086199170125,36.62782649,68.50373606,0
91.33993257261412,23.41158867,49.91586603,0
87.22840419087137,20.10687481,61.10139107,0
73.49099110650069,21.24283558,72.72860039,0
69.15887780082987,35.32251749,49.85763478,0
79.55412011065006,38.97932302,63.38915578,0
26.55758544951591,30.69033234,70.88355159,1
70.33930565698479,33.22723857,45.26971073,0
27.160395601659747,38.23214297,44.07958961,1
59.974678243430155,27.65112189,63.77504282,0
34.61199060857537,33.09027604,57.73107061,1
59.89529473029045,36.04671237,51.66838899,0
51.53438824343015,36.29225945,44.70741231,1
18.998705338865836,34.1753631,47.10764913,1
78.54993240663902,23.65485943,81.2259392,0
74.73197853388659,28.50899242,43.69588123,0
40.30419845089902,37.67302885,39.70788536,1
12.859157109266947,29.88475236,62.70444708,1
10.756137482710923,29.46343116,62.03854994,1
8.255602406639005,18.42114697,49.00948583,1
12.80646109266943,28.58465415,59.34578281,1
15.051457551867218,33.42320894,72.49057658,1
43.91060446749654,33.82878329,67.41403773,1
90.54238497925311,24.90582822,75.6340079,0
57.86557175656986,18.87048114,69.53474979,0
54.44586388658369,26.38227776,80.96259893,0
13.135767939142461,27.96928989,68.06970814,1
43.59229196403872,19.93847873,39.13195054,1
79.02144179806363,26.67489864,78.64099226,0
61.83684002766252,33.51201906,75.71614774,0
16.37625798063624,34.9854744,63.34809685,1
9.577030262793912,32.5903976,73.84502511,1
60.01641629322268,35.94243818,78.05485409,0
64.9103403042877,19.7773322,56.57729304,0
86.33131580912863,32.19162455,59.64859301,0
14.038070442600278,35.7290513,69.34994159,1
54.45019651452282,22.62732984,50.96885041,0
13.622254910096817,31.61827775,62.14365628,1
43.011414218533886,29.86596628,75.2706511,1
28.548389571230988,24.19754699,44.83529542,1
59.71711847856156,24.91222857,44.54538979,0
77.94002661134162,23.94828469,76.42347719,0
82.40833195020747,25.23651133,51.31257887,0
19.322496113416324,31.09212269,38.62614319,1
80.3527944813278,27.33736531,61.05962015,0
57.19752269709544,26.74934787,56.04137589,0
40.074319778699866,21.36677755,49.64147192,1
90.65209037344398,21.94951202,47.90370377,0
3.0066017289073304,25.07360753,69.09578913,1
13.74183178423236,30.49472928,77.68885424,1
10.416737952973719,34.95107323,65.18342573,1
59.84898426002766,29.39140922,43.74302238,0
61.222052724757944,18.23216026,67.52258734,0
32.554600829875525,27.55169062,65.16688,1
49.5002963208852,29.76739106,75.23687082,1
34.735524979253114,26.31360596,61.53205765,1
54.56253398340248,19.73742076,69.88302827,0
86.62819225449515,26.65230538,65.06504994,0
52.147806763485484,26.10497323,64.14603057,1
88.63083955739972,18.62938351,46.78770285,0
84.94037066390042,20.33003553,46.23138007,0
52.75666428769018,24.10797043,74.61265567,1
64.53549807745506,25.37298077,63.96610751,0
4.4535715214384535,32.12412901,56.49534371,1
69.36899641770401,29.23046572,47.59271312,0
72.51498928077456,26.56890261,39.08373386,0
77.39686243430153,28.70185715,78.06252851,0
37.840125366528355,19.50081239,48.16378875,1
63.80030939142461,19.49655406,55.29787959,0
60.6803020746888,29.63822079,41.08245597,0
94.69012495159059,32.67367917,60.30390769,0
3.126662461964035,25.81300635,42.08328337,1
5.8704158921161795,29.66185289,50.80355729,1
22.033561479944673,37.98171538,39.37290809,1
56.55974131396957,34.11495609,47.51864582,0
57.5834598340249,37.21007959,55.09380817,0
77.3875272614108,32.23315033,63.06073455,0
23.752523941908716,26.40488684,65.21626683,1
7.868784287690181,22.59447703,77.89861807,1
71.49181861687414,29.11025263,77.05742236,0
38.81597569847856,24.0014384,40.66397833,1
6.027956514522819,23.62404301,81.25390177,1
43.28550966804979,34.93016874,70.08273855,1
34.620975504840935,36.05535467,64.95732428,1
31.908739944674963,30.65249738,44.64276776,1
45.79393163208852,30.66098124,45.14644997,1
3.9579096542185326,32.29177821,80.58091972,1
75.28316189488244,36.05820798,56.06359896,0
48.92285928077455,31.18441036,58.3617159,1
63.74147344398341,32.47033071,59.3086458,0
9.616204052558782,35.23507181,47.15566418,1
27.88810302904564,25.18080081,68.34245666,1
37.091808354080214,34.44437465,64.22987538,1
48.657425006915624,24.54964016,72.93700533,1
88.93405473029044,26.82470594,55.628312,0
30.231476791147998,29.73780117,42.36024859,1
11.268645643153526,33.48468031,46.21275521,1
50.47226612724758,22.02671892,59.30492665,1
93.02712042876902,28.88158855,77.49552925,0
45.003890414937764,36.28921986,70.51736779,1
